 TYPE	 PROD	ASSET	                  VE
    1	    0	  223	   0.000000613508207
    0	    0	  224	   0.000000005194712
    1	    0	  224	   0.000000548543224
    0	    0	  225	   0.000000004548704
    1	    0	  225	   0.000000490144995
    0	    0	  226	   0.000000003957699
    1	    0	  226	   0.000000438449132
    0	    0	  227	   0.000000003433757
    1	    0	  227	   0.000000405579944
    0	    0	  228	   0.000000002973687
    1	    0	  228	   0.000000359750623
    0	    0	  229	   0.000000002568474
    1	    0	  229	   0.000000318028477
    0	    0	  230	   0.000000002215402
    1	    0	  230	   0.000000279856859
    0	    0	  231	   0.000000001908924
    1	    0	  231	   0.000000244156723
    0	    0	  232	   0.000000001641654
    1	    0	  232	   0.000000212489263
    0	    0	  233	   0.000000001408723
    1	    0	  233	   0.000000185629098
    0	    0	  234	   0.000000001206234
    1	    0	  234	   0.000000162115451
    0	    0	  235	   0.000000001030244
    1	    0	  235	   0.000000141412079
    0	    0	  236	   0.000000000877612
    1	    0	  236	   0.000000123240656
    0	    0	  237	   0.000000000745863
    1	    0	  237	   0.000000107106955
    0	    0	  238	   0.000000000631994
    1	    0	  238	   0.000000092878229
    0	    0	  239	   0.000000000534204
    1	    0	  239	   0.000000080390572
    0	    0	  240	   0.000000000450149
    1	    0	  240	   0.000000069355549
    0	    0	  241	   0.000000000378423
    1	    0	  241	   0.000000059703793
    0	    0	  242	   0.000000000316937
    1	    0	  242	   0.000000051261366
    0	    0	  243	   0.000000000265041
    1	    0	  243	   0.000000043867883
    0	    0	  244	   0.000000000220562
    1	    0	  244	   0.000000037429918
    0	    0	  245	   0.000000000183629
    1	    0	  245	   0.000000031805025
    0	    0	  246	   0.000000000152103
    1	    0	  246	   0.000000026859051
    0	    0	  247	   0.000000000126388
    1	    0	  247	   0.000000022463444
    0	    0	  248	   0.000000000105003
    1	    0	  248	   0.000000018396817
    0	    0	  249	   0.000000000086739
    1	    0	  249	   0.000000015581014
    0	    0	  250	   0.000000000071513
    1	    0	  250	   0.000000013291815
    0	    0	  251	   0.000000000058472
    1	    0	  251	   0.000000011370664
    0	    0	  252	   0.000000000047515
    1	    0	  252	   0.000000009815189
    0	    0	  253	   0.000000000038479
    1	    0	  253	   0.000000008254341
    0	    0	  254	   0.000000000031022
    1	    0	  254	   0.000000006849909
    0	    0	  255	   0.000000000024935
    1	    0	  255	   0.000000005662717
    0	    0	  256	   0.000000000019938
    1	    0	  256	   0.000000004663254
    0	    0	  257	   0.000000000015909
    1	    0	  257	   0.000000003823760
    0	    0	  258	   0.000000000012618
    1	    0	  258	   0.000000003119784
    0	    0	  259	   0.000000000010010
    1	    0	  259	   0.000000002530801
    0	    0	  260	   0.000000000007892
    1	    0	  260	   0.000000002038210
    0	    0	  261	   0.000000000006241
    1	    0	  261	   0.000000001630774
    0	    0	  262	   0.000000000004899
    1	    0	  262	   0.000000001303409
    0	    0	  263	   0.000000000003851
    1	    0	  263	   0.000000001045358
    0	    0	  264	   0.000000000002999
    1	    0	  264	   0.000000000838105
    0	    0	  265	   0.000000000002335
    1	    0	  265	   0.000000000670776
    0	    0	  266	   0.000000000001804
    1	    0	  266	   0.000000000532899
    0	    0	  267	   0.000000000001392
    1	    0	  267	   0.000000000421709
    0	    0	  268	   0.000000000001067
    1	    0	  268	   0.000000000330744
    0	    0	  269	   0.000000000000816
    1	    0	  269	   0.000000000260504
    0	    0	  270	   0.000000000000619
    1	    0	  270	   0.000000000205153
    0	    0	  271	   0.000000000000467
    1	    0	  271	   0.000000000160948
    0	    0	  272	   0.000000000000350
    1	    0	  272	   0.000000000125693
    0	    0	  273	   0.000000000000261
    1	    0	  273	   0.000000000097894
    0	    0	  274	   0.000000000000193
    1	    0	  274	   0.000000000075189
    0	    0	  275	   0.000000000000142
    1	    0	  275	   0.000000000057272
    0	    0	  276	   0.000000000000104
    1	    0	  276	   0.000000000043362
    0	    0	  277	   0.000000000000076
    1	    0	  277	   0.000000000032629
    0	    0	  278	   0.000000000000054
    1	    0	  278	   0.000000000024393
    0	    0	  279	   0.000000000000039
    1	    0	  279	   0.000000000018112
    0	    0	  280	   0.000000000000028
    1	    0	  280	   0.000000000013353
    0	    0	  281	   0.000000000000019
    1	    0	  281	   0.000000000009772
    0	    0	  282	   0.000000000000014
    1	    0	  282	   0.000000000007096
    0	    0	  283	   0.000000000000009
    1	    0	  283	   0.000000000005112
    0	    0	  284	   0.000000000000006
    1	    0	  284	   0.000000000003653
    0	    0	  285	   0.000000000000004
    1	    0	  285	   0.000000000002585
    0	    0	  286	   0.000000000000003
    1	    0	  286	   0.000000000001799
    0	    0	  287	   0.000000000000002
    1	    0	  287	   0.000000000001236
    0	    0	  288	   0.000000000000001
    1	    0	  288	   0.000000000000842
    0	    0	  289	   0.000000000000001
    1	    0	  289	   0.000000000000568
    0	    0	  290	   0.000000000000000
    1	    0	  290	   0.000000000000378
    0	    0	  291	   0.000000000000000
    1	    0	  291	   0.000000000000248
    0	    0	  292	   0.000000000000000
    1	    0	  292	   0.000000000000161
    0	    0	  293	   0.000000000000000
    1	    0	  293	   0.000000000000103
    0	    0	  294	   0.000000000000000
    1	    0	  294	   0.000000000000066
    0	    0	  295	   0.000000000000000
    1	    0	  295	   0.000000000000042
    0	    0	  296	   0.000000000000000
    1	    0	  296	   0.000000000000027
    0	    0	  297	   0.000000000000000
    1	    0	  297	   0.000000000000016
    0	    0	  298	   0.000000000000000
    1	    0	  298	   0.000000000000009
    0	    0	  299	   0.000000000000000
    1	    0	  299	   0.000000000000000
    0	    1	    0	   0.000000000000000
    1	    1	    0	   0.000000000000000
    0	    1	    1	   0.000000069067141
    1	    1	    1	   0.000000120631288
    0	    1	    2	   0.000000087331972
    1	    1	    2	   0.000000133963748
    0	    1	    3	   0.000000083556693
    1	    1	    3	   0.000000109892565
    0	    1	    4	   0.000000131961819
    1	    1	    4	   0.000000212699834
    0	    1	    5	   0.000000238858173
    1	    1	    5	   0.000000761467744
    0	    1	    6	   0.000000286192188
    1	    1	    6	   0.000000929204908
    0	    1	    7	   0.000000224631204
    1	    1	    7	   0.000000633624575
    0	    1	    8	   0.000000343661162
    1	    1	    8	   0.000001031216245
    0	    1	    9	   0.000000481641257
    1	    1	    9	   0.000001524251518
    0	    1	   10	   0.000000427154513
    1	    1	   10	   0.000001226593775
    0	    1	   11	   0.000000401988381
    1	    1	   11	   0.000001068365181
    0	    1	   12	   0.000000462439747
    1	    1	   12	   0.000001150849606
    0	    1	   13	   0.000000523226710
    1	    1	   13	   0.000001279576531
    0	    1	   14	   0.000000667419639
    1	    1	   14	   0.000001894603787
    0	    1	   15	   0.000000764989227
    1	    1	   15	   0.000001708967298
    0	    1	   16	   0.000000812165681
    1	    1	   16	   0.000001620078501
    0	    1	   17	   0.000000958417072
    1	    1	   17	   0.000002058723730
    0	    1	   18	   0.000001242762646
    1	    1	   18	   0.000002940050394
    0	    1	   19	   0.000001274775465
    1	    1	   19	   0.000002707584373
    0	    1	   20	   0.000001366981003
    1	    1	   20	   0.000002834917577
    0	    1	   21	   0.000001244738814
    1	    1	   21	   0.000002459053962
    0	    1	   22	   0.000001721513075
    1	    1	   22	   0.000004286315091
    0	    1	   23	   0.000001798997521
    1	    1	   23	   0.000004502826119
    0	    1	   24	   0.000001982376521
    1	    1	   24	   0.000005020969277
    0	    1	   25	   0.000002119083936
    1	    1	   25	   0.000005373169120
    0	    1	   26	   0.000002792740013
    1	    1	   26	   0.000008168399180
    0	    1	   27	   0.000002821630096
    1	    1	   27	   0.000008170472042
    0	    1	   28	   0.000002970142879
    1	    1	   28	   0.000008798471296
    0	    1	   29	   0.000003231661026
    1	    1	   29	   0.000009906239188
    0	    1	   30	   0.000003479499796
    1	    1	   30	   0.000010967724567
    0	    1	   31	   0.000003747501308
    1	    1	   31	   0.000011706353926
    0	    1	   32	   0.000003615584766
    1	    1	   32	   0.000011505530290
    0	    1	   33	   0.000003714711741
    1	    1	   33	   0.000011998453485
    0	    1	   34	   0.000003822892306
    1	    1	   34	   0.000012325520984
    0	    1	   35	   0.000004300103361
    1	    1	   35	   0.000014387745546
    0	    1	   36	   0.000004354536015
    1	    1	   36	   0.000014083896308
    0	    1	   37	   0.000004277549687
    1	    1	   37	   0.000013803680715
    0	    1	   38	   0.000004246211111
    1	    1	   38	   0.000013638256561
    0	    1	   39	   0.000003874148964
    1	    1	   39	   0.000011701024702
    0	    1	   40	   0.000003946869922
    1	    1	   40	   0.000011672630580
    0	    1	   41	   0.000003900221542
    1	    1	   41	   0.000011636370181
    0	    1	   42	   0.000005554049295
    1	    1	   42	   0.000010895473356
    0	    1	   43	   0.000005660407059
    1	    1	   43	   0.000010211293883
    0	    1	   44	   0.000005590211824
    1	    1	   44	   0.000009505179076
    0	    1	   45	   0.000006074683002
    1	    1	   45	   0.000009605446640
    0	    1	   46	   0.000006310955668
    1	    1	   46	   0.000008468190387
    0	    1	   47	   0.000006418017547
    1	    1	   47	   0.000008075512556
    0	    1	   48	   0.000006712585342
    1	    1	   48	   0.000014048991297
    0	    1	   49	   0.000008655694234
    1	    1	   49	   0.000025620685590
    0	    1	   50	   0.000008404714236
    1	    1	   50	   0.000025715548763
    0	    1	   51	   0.000024754693200
    1	    1	   51	   0.000105545311056
    0	    1	   52	   0.000027548998589
    1	    1	   52	   0.000118189902417
