 PROD	ASSET	                 WW0	                 US0	                 UL0	                 WW1	                 US1	                 UL1
    0	    0	   0.000000169898659	   0.000000000000000	   0.000000001952066	   0.026350894669019	   0.001369292138838	   0.000039771977316
    0	    1	   0.000000126193651	   0.000000000000000	   0.000000004215487	   0.008090924937015	   0.000348052442232	   0.000328413576333
    0	    2	   0.000000083809165	   0.000000000000000	   0.000000003679990	   0.004030718106655	   0.000195983901536	   0.000073242925549
    0	    3	   0.000000092573388	   0.000000000000000	   0.000000005030212	   0.005300075910580	   0.000260035303392	   0.000093496309795
    0	    4	   0.000000057045659	   0.000000000000000	   0.000000003362678	   0.003290011097973	   0.000150592431192	   0.000135441272390
    0	    5	   0.000000068923231	   0.000000000000000	   0.000000004723856	   0.004193514901917	   0.000201785956387	   0.000112902032875
    0	    6	   0.000000068066140	   0.000000000000000	   0.000000005025833	   0.004500840619465	   0.000221930564300	   0.000089854262857
    0	    7	   0.000000072700282	   0.000000000000000	   0.000000005765637	   0.003002526470185	   0.000147509042538	   0.000067657817140
    0	    8	   0.000000076429630	   0.000000000000000	   0.000000006446198	   0.003401789583879	   0.000158229662847	   0.000106081858733
    0	    9	   0.000000096543249	   0.000000000000000	   0.000000008800439	   0.004347863404082	   0.000200606316313	   0.000083121905144
    0	   10	   0.000000103903792	   0.000000000000000	   0.000000010000413	   0.004240464538562	   0.000202235909025	   0.000119860923904
    0	   11	   0.000000100237839	   0.000000000000000	   0.000000010109174	   0.003100215724264	   0.000146774963620	   0.000090355509263
    0	   12	   0.000000102746115	   0.000000000000000	   0.000000010900160	   0.003091376343390	   0.000146842258476	   0.000087460935580
    0	   13	   0.000000136859466	   0.000000000000000	   0.000000015236992	   0.003573291617109	   0.000171581885733	   0.000082595197295
    0	   14	   0.000000143654904	   0.000000000000000	   0.000000016757945	   0.003885483102556	   0.000176135271303	   0.000091616725703
    0	   15	   0.000000278468711	   0.000000000000000	   0.000000032001170	   0.003805505888816	   0.000177779668474	   0.000100774066506
    0	   16	   0.000000311925080	   0.000000000000000	   0.000000036927650	   0.003467324616276	   0.000163909260947	   0.000082347144268
    0	   17	   0.000000494487937	   0.000000000000000	   0.000000066709558	   0.003464878002444	   0.000159214143578	   0.000086172870346
    0	   18	   0.000000866012678	   0.000000000000000	   0.000000131937611	   0.003708719609734	   0.000165476908729	   0.000098785198717
    0	   19	   0.000000845579200	   0.000000000000000	   0.000000131793310	   0.003420958741568	   0.000156716791308	   0.000085329037337
